YEAR,LOC,X04_PRCP,X05_PRCP,X06_PRCP,X07_PRCP,X08_PRCP,X09_PRCP,X10_PRCP,X04_TAVG,X05_TAVG,X06_TAVG,X07_TAVG,X08_TAVG,X09_TAVG,X10_TAVG,X04_DP01,X05_DP01,X06_DP01,X07_DP01,X08_DP01,X09_DP01,X10_DP01,X04_DP10,X05_DP10,X06_DP10,X07_DP10,X08_DP10,X09_DP10,X10_DP10,X04_HTDD,X05_HTDD,X06_HTDD,X07_HTDD,X08_HTDD,X09_HTDD,X10_HTDD,X04_CLDD,X05_CLDD,X06_CLDD,X07_CLDD,X08_CLDD,X09_CLDD,X10_CLDD,cfvo_0_5cm,cfvo_5_15cm,cfvo_15_30cm,cfvo_30_60cm,cfvo_60_100cm,cfvo_100_200cm,clay_0_5cm,clay_5_15cm,clay_15_30cm,clay_30_60cm,clay_60_100cm,clay_100_200cm,silt_0_5cm,silt_5_15cm,silt_15_30cm,silt_30_60cm,silt_60_100cm,silt_100_200cm,nitrogen_0_5cm,nitrogen_5_15cm,nitrogen_15_30cm,nitrogen_30_60cm,nitrogen_60_100cm,nitrogen_100_200cm,sand_0_5cm,sand_5_15cm,sand_15_30cm,sand_30_60cm,sand_60_100cm,sand_100_200cm,phh2o_0_5cm,phh2o_5_15cm,phh2o_15_30cm,phh2o_30_60cm,phh2o_60_100cm,phh2o_100_200cm,soc_0_5cm,soc_5_15cm,soc_15_30cm,soc_30_60cm,soc_60_100cm,soc_100_200cm
2001,ILRT,83.11176471,140.5470588,94.27647059,80.59411765,86.63529412,75.47647059,79.10588235,11.17764706,16.14058824,21.50764706,23.47294118,22.72764706,19.82764706,11.00941176,9.058823529,11.41176471,9.058823529,7.764705882,7.647058824,5.588235294,8.882352941,6.647058824,8.764705882,6.117647059,5.764705882,5.294117647,4.470588235,6.235294118,221.1529412,97.18235294,14.60588235,1.088235294,5.664705882,29.38235294,211.7176471,9.641176471,31.55882353,108.2,158.5117647,140.6294118,69.07058824,11.78823529,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,INLN,42.6,147.2,37.9,215.4,102.7,18.3,165.4,13.24,17.93470588,21.63,23.12,21.55,18.07705882,10.69823529,5,14.41176471,8,14,6,2,13,4,10.23529412,4,9,5,1,7,164.6,68.55882353,6.9,2.2,6.9,58.00588235,214.5588235,16.1,55.38235294,91.1,141.4,92.5,45.94705882,7.158823529,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2005,IAAN,109.4,158,156,121.1,72.1,131.6882353,52.61176471,12.54,14.8,23.33,24.76,22.96,17.94588235,11.4,10,6,12,7,9,7,6.764705882,8,6,10,6,6,5,4.176470588,180.1,127.1,0,2.2,1.1,55.86470588,210.2588235,6.4,17.5,149.8,201.6,144.5,83.3,6.858823529,17,16,14,14,17,20,315,324,304,315,304,291,481,481,489,479,481,454,296,191,134,91,59,55,204,195,207,206,216,255,64,63,63,63,68,73,219,201,138,80,36,25
2000,MNOW,23.4,135.5,230.7,155.8,72.9,79.08823529,52.7,7.42,15.31,18.75,21.77,21.36,17.34352941,10.41117647,9,14,16,9,7,7,7.117647059,4,9,13,5,5,2,3.941176471,327.4,119.5,41.4,11.1,4.2,72.11764706,249.8764706,0,25.9,53.9,117.7,98.1,32.2,7.988235294,11,11,12,14,35,54,307,313,296,298,282,256,488,483,498,484,381,372,530,295,186,98,79,54,204,204,207,217,336,372,63,63,62,62,64,74,445,298,212,110,39,26
2001,MNOW,124.8,187.4,198.6,37.2,122.5,86.85882353,77.97647059,8.04,14.55,20.25,22.83,22.24,18.38764706,10.28647059,16,16,12,6,10,11,7.352941176,8,13,9,4,8,4,5.294117647,305.3,131.1,39.2,5,6.1,56.73529412,256.5823529,0,14.5,96.6,139.7,121.5,15.5,9.976470588,11,11,12,14,35,54,307,313,296,298,282,256,488,483,498,484,381,372,530,295,186,98,79,54,204,204,207,217,336,372,63,63,62,62,64,74,445,298,212,110,39,26
2002,MNOW,69,53.9,156,78.7,149.1,104.5705882,62.79411765,6.6,11.65,21.12,24.12,20.69,17.14352941,10.18058824,9,9,13,9,11,11,7.058823529,8,5,8,8,8,8,4.352941176,350,214.5,24.7,0.3,9.7,77.95882353,255.4176471,6.4,8.9,108.4,179.8,82.8,59.7,7.970588235,11,11,12,14,35,54,307,313,296,298,282,256,488,483,498,484,381,372,530,295,186,98,79,54,204,204,207,217,336,372,63,63,62,62,64,74,445,298,212,110,39,26
2003,MNOW,38.4,116,122.2,77,55.8,77.71764706,63.52941176,8.19,13.4,18.6,21.5,22.03,17.18176471,10.26529412,9,11,14,12,8,2,7.117647059,4,4,9,7,6,2,4.470588235,308.9,156.9,31.7,2.8,5.2,70.73529412,261.9823529,4.7,3.9,39.6,97.4,112.5,43.5,6.711764706,11,11,12,14,35,54,307,313,296,298,282,256,488,483,498,484,381,372,530,295,186,98,79,54,204,204,207,217,336,372,63,63,62,62,64,74,445,298,212,110,39,26
2004,MNOW,49.5,175.9,182.5,245.4,105.4,114.5647059,77.72941176,8.28,12.28,17.92,20.75,17.82,17.41235294,10.41117647,5,15,11,10,13,5,7.588235294,4,13,9,8,7,4,5.058823529,293.5,194.4,49.7,8.9,51.6,63.45294118,246.5176471,0.3,6.6,37.3,79.9,35.9,59.1,4.929411765,11,11,12,14,35,54,307,313,296,298,282,256,488,483,498,484,381,372,530,295,186,98,79,54,204,204,207,217,336,372,63,63,62,62,64,74,445,298,212,110,39,26
2005,MNOW,53.6,113.8,106.8,66.6,60.77058824,207.6,71.72352941,9.3,11.29,21.54,23.12,20.92352941,18.55,10.52705882,9,14,16,6,7.058823529,12,5,4,7,9,4,4.588235294,7,2,259.6,212.5,6.1,5.3,13.55882353,46.3,248.6941176,0,1.4,102.4,153.7,97.73529412,53.1,18.1,11,11,12,14,35,54,307,313,296,298,282,256,488,483,498,484,381,372,530,295,186,98,79,54,204,204,207,217,336,372,63,63,62,62,64,74,445,298,212,110,39,26
2006,MNOW,111.8,88.5,187.8,94.9,202.8,90.93529412,68.32352941,10.61,14.84,20.36,23.96,21.45,17.22588235,10.11882353,12,10,13,7,10,12,7.411764706,10,4,7,4,6,6,4.529411765,233.5,148.4,19.5,1.1,0.9,70.18823529,257.9823529,1.7,39.9,80.3,175.5,97.5,15.3,10.26470588,11,11,12,14,35,54,307,313,296,298,282,256,488,483,498,484,381,372,530,295,186,98,79,54,204,204,207,217,336,372,63,63,62,62,64,74,445,298,212,110,39,26
2007,MNOW,44.7,87.2,104.3,97.6,296.4,111.5235294,63.79411765,7.13,16.81,21.04,22.32,21.5,18.00764706,9.925882353,7,9,8,5,14,9,7.294117647,4,6,4,5,9,5,4.117647059,341.1,80.6,9.9,2.5,4.8,59.7,266.5117647,5.1,33.3,91.1,126.1,103,48.7,7.964705882,11,11,12,14,35,54,307,313,296,298,282,256,488,483,498,484,381,372,530,295,186,98,79,54,204,204,207,217,336,372,63,63,62,62,64,74,445,298,212,110,39,26
2008,MNOW,127.5,108.5,119.6,55.8,67.3,61.82941176,64.19411765,5.49,12.9,19.24,22.57,20.73,17.51058824,9.945882353,12,7,11,6,8,10,8.176470588,8,6,9,4,4,7,5.294117647,385.2,171.3,13.3,0,4.2,66.56470588,254.8352941,0,3.1,40.4,131.3,75.9,31.6,6.517647059,11,11,12,14,35,54,307,313,296,298,282,256,488,483,498,484,381,372,530,295,186,98,79,54,204,204,207,217,336,372,63,63,62,62,64,74,445,298,212,110,39,26
2001,ILGO,88.72352941,92.15294118,94.04117647,114.7705882,88.64117647,64.48823529,62.80588235,11.21588235,18.40764706,22.35352941,23.24647059,23.28647059,18.90647059,11.66470588,9.588235294,10.82352941,9.411764706,8.176470588,8.823529412,6.823529412,7.705882353,6.235294118,6.941176471,6.529411765,6.176470588,5.882352941,5,5.352941176,213.4647059,60.71764706,8.470588235,0.917647059,3.705882353,49.86470588,211.9117647,6.047058824,53.55294118,122.7588235,148.3,154.1117647,77.48823529,10.82941176,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,MNHA,65.03529412,90.12352941,141.3705882,72.82352941,100.0352941,102.0764706,45.31176471,7.717647059,13.3,19.66647059,22.53294118,20.48470588,16.78647059,10.43588235,8.352941176,11.41176471,13.35294118,8.411764706,8.705882353,9.235294118,6,5.647058824,8.117647059,9.058823529,5.705882353,5.647058824,5.764705882,3.588235294,316.8117647,167.4294118,29.83529412,4.558823529,15.88823529,86.03529412,245.8235294,2.241176471,13.44117647,68.68235294,131.6588235,81.31764706,34.08235294,7.1,16,17,16,18,33,43,276,278,253,266,274,247,378,374,386,376,365,387,459,298,212,113,77,69,346,348,360,358,361,365,63,63,64,65,69,73,408,262,208,102,59,33
2004,MNHA,71.95294118,87.21176471,139.8705882,71.08235294,98.38823529,102.0764706,45.31176471,7.115294118,13.30647059,19.54176471,22.33235294,20.58529412,16.78647059,10.43588235,8.411764706,11.41176471,13.35294118,8.294117647,8.705882353,9.588235294,6,6,7.823529412,9.058823529,5.647058824,5.352941176,6.117647059,3.588235294,334.0470588,166.1823529,29.50588235,4.094117647,12.71176471,86.03529412,245.8235294,1.652941176,11.97647059,65.1,126.7647059,82.27058824,29.03529412,7.1,16,17,16,18,33,43,276,278,253,266,274,247,378,374,386,376,365,387,459,298,212,113,77,69,346,348,360,358,361,365,63,63,64,65,69,73,408,262,208,102,59,33
2008,MNHA,77.86470588,93.91764706,114.7529412,75.08823529,104.4058824,92.78235294,45.31176471,7.272352941,13.27058824,19.51529412,22.31823529,20.34117647,16.78647059,10.43588235,7.705882353,10.64705882,12.35294118,7.941176471,8.941176471,9.705882353,6,5.235294118,7.235294118,8.647058824,5.764705882,5.235294118,6.411764706,3.647058824,329.7176471,167.3470588,22.3,3.223529412,14.48235294,86.03529412,245.8235294,1.129411765,12.01176471,57.58235294,125.1882353,76.48235294,35.01764706,7.1,16,17,16,18,33,43,276,278,253,266,274,247,378,374,386,376,365,387,459,298,212,113,77,69,346,348,360,358,361,365,63,63,64,65,69,73,408,262,208,102,59,33
2004,OHCH,95.4,129.5,56.2,98.3,34.2,114,74.8,12.77,17.08882353,21.82941176,24.14529412,23.44764706,18.58823529,11.44235294,13,12,10.58823529,9.176470588,6.352941176,7.294117647,8,9,7.352941176,6.117647059,6.235294118,3.470588235,4.882352941,5,152.4,88.07058824,10.91764706,2.205882353,3.229411765,60.02352941,215.6882353,6.7,49.64705882,115.8882353,179.3705882,142.9764706,70.72352941,11.00588235,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2000,IAPN,91.9,108.6,232.8,129,61.1,113.8764706,60.30588235,9.79,17.26,20.1,22.42,22.91,17.40058824,11.21941176,7,11,15,11,9,7,6.647058824,6,7,13,8,4,6,4.529411765,256.3,66.6,19.7,1.4,0.8,71.01176471,219.2588235,0,33.3,72.7,128,142.8,89.4,5.347058824,8,9,9,10,13,16,328,324,327,329,311,308,537,547,540,536,539,511,493,211,113,80,66,51,135,129,132,135,150,181,62,61,60,60,60,65,361,184,109,98,38,22
2002,IAPN,118.3,101.3,68.7,38.4,115.9529412,78.68823529,157.9,9.48,13.99,22.43,24.42705882,22.04294118,16.87176471,7.56,13,8,10,4,8.411764706,6.588235294,12,11,6,7,3,6,4.411764706,9,271.3,151.8,6.4,0.494117647,4.764705882,82.01764706,301.6,14.5,17.2,129.4,186.2,118.2941176,48.74705882,0,8,9,9,10,13,16,328,324,327,329,311,308,537,547,540,536,539,511,493,211,113,80,66,51,135,129,132,135,150,181,62,61,60,60,60,65,361,184,109,98,38,22
2003,IAPN,63.3,55.9,135.4,118.6,16.4,98.7,54.84705882,9.85,14.37,20.18176471,22.07,22.67,16.15,10.77411765,7,10,13,10,6,6,5.705882353,5,6,12,6,2,6,3.470588235,251.6,119.1,21.40588235,0.8,0,95.9,214.0588235,5.7,8,75.05294118,105.4,130.2,30.4,2.2,8,9,9,10,13,16,328,324,327,329,311,308,537,547,540,536,539,511,493,211,113,80,66,51,135,129,132,135,150,181,62,61,60,60,60,65,361,184,109,98,38,22
2004,IAPN,30,154.2,51.8,102.7,170.8,78.10588235,92.28823529,10.37,16.4,19.63,20.92,18.81,17.71529412,10.22764706,3,9,9,9,12,2,8.647058824,2,9,6,8,9,2,5.352941176,248.7,96.5,25.8,5.8,28.3,61.82352941,241.1647059,9.7,36.7,61.3,85.9,44.2,45,4.123529412,8,9,9,10,13,16,328,324,327,329,311,308,537,547,540,536,539,511,493,211,113,80,66,51,135,129,132,135,150,181,62,61,60,60,60,65,361,184,109,98,38,22
2005,IAPN,99.51176471,114.0882353,91.1,74.61176471,101.2764706,80.25294118,63.94705882,9.935882353,15.08058824,21.04411765,23.40588235,21.95882353,16.91,11.66470588,8,10.41176471,9.941176471,6.529411765,7.117647059,6.764705882,7.117647059,6.470588235,7.705882353,7,4.941176471,5.588235294,5.235294118,4.411764706,249.3352941,117.6294118,15.42941176,1.852941176,6.423529412,76.87647059,208.7294118,5.917647059,21.88823529,92.99411765,154.8941176,114.5235294,43.74117647,4.441176471,8,9,9,10,13,16,328,324,327,329,311,308,537,547,540,536,539,511,493,211,113,80,66,51,135,129,132,135,150,181,62,61,60,60,60,65,361,184,109,98,38,22
2006,IAPN,88.1,54.5,34.5,111.6,103.3,78.25882353,53.54705882,12.06,15.65,20.87,24.14,22.17,17.41352941,10.82882353,9,11,11,8,10,8,6.882352941,7,6,3,7,8,5,3.588235294,192.2,124.2,17.6,0,3.3,70.41764706,217.8470588,3.8,42.2,85.9,174.2,114.6,13.7,4.6,8,9,9,10,13,16,328,324,327,329,311,308,537,547,540,536,539,511,493,211,113,80,66,51,135,129,132,135,150,181,62,61,60,60,60,65,361,184,109,98,38,22
2007,IAPN,100.8,106.9,168.4,106.9,180.5,82.85882353,81.47647059,8.84,18.83,21.13,22.31,23.72,17.85764706,10.64764706,5,8,7,4,12,6,9.117647059,5,5,6,4,11,3,5.529411765,283,37.6,4.4,0.3,0,56.38823529,222.5764706,7.8,52.6,82.8,123.6,161.5,63.5,5.611764706,8,9,9,10,13,16,328,324,327,329,311,308,537,547,540,536,539,511,493,211,113,80,66,51,135,129,132,135,150,181,62,61,60,60,60,65,361,184,109,98,38,22
2008,IAPN,236.3,149.1,167.6294118,136.5352941,80.07647059,131.6,28.6,8.17,14.47,21.07764706,23.18764706,21.72705882,17.31529412,9.94,11,9,10.35294118,8.705882353,8.764705882,7,10,11,8,8.235294118,6.294117647,5.411764706,6,4,294.7,118.1,10.15882353,0.370588235,4.576470588,63.24117647,263.3,0,6.7,92.08235294,148.3411765,108.3823529,38.05882353,3,8,9,9,10,13,16,328,324,327,329,311,308,537,547,540,536,539,511,493,211,113,80,66,51,135,129,132,135,150,181,62,61,60,60,60,65,361,184,109,98,38,22
2000,KSGC,47.8,63.4,16.6,95.3,24.3,81.56470588,70.25294118,11.14,18.3,22.63,26.16,26.88,19.64235294,11.27764706,4,5,6,10,4,3,7,4,4,2,7,2,0,4.588235294,216.8,72.4,6.2,0,0,35.11176471,217.0411765,0.8,71.2,130.5,242.7,265,135.7,11.34705882,4,3,3,4,7,12,280,289,296,289,286,269,496,497,493,508,513,504,156,137,90,68,53,38,224,214,211,203,201,227,74,76,78,81,82,83,126,101,69,44,31,17
2003,KSGC,63.3,75.3,86.4,15,79.2,76.69411765,84.91764706,12.47,17.14,21.24,27.61,26.24,19.08294118,10.90352941,6,8,13,4,10,4,7.352941176,3,7,9,3,6,3,5.058823529,185.4,72.7,16.7,0,3,39.12941176,219.8352941,9.4,35.9,103.8,287.5,248.1,42.3,13.94117647,4,3,3,4,7,12,280,289,296,289,286,269,496,497,493,508,513,504,156,137,90,68,53,38,224,214,211,203,201,227,74,76,78,81,82,83,126,101,69,44,31,17
2004,KSGC,68.1,10.2,138.9,80.3,108.7,116.7294118,70.91764706,11.41,19.34,21.7,23.72,21.84,18.79882353,11.15176471,10,3,11,12,6,6,7.705882353,8,1,9,6,5,3,4.705882353,213.6,67.6,12,4.4,6.9,47.11176471,219.2941176,5.8,98.9,113.1,171.5,115.5,95,12.11176471,4,3,3,4,7,12,280,289,296,289,286,269,496,497,493,508,513,504,156,137,90,68,53,38,224,214,211,203,201,227,74,76,78,81,82,83,126,101,69,44,31,17
2005,KSGC,26.4,71.5,79.5,89.5,43.1,96.16470588,78.39411765,11.57,17.43,23.17,25.47,24.35,19.46235294,10.83529412,8,9,9,9,6,5,7.764705882,4,6,8,8,4,3,4.647058824,206.3,79,9.8,2.5,0.9,37.85882353,218.6176471,3.3,51.1,154.9,223.7,187.4,129.7,12.12941176,4,3,3,4,7,12,280,289,296,289,286,269,496,497,493,508,513,504,156,137,90,68,53,38,224,214,211,203,201,227,74,76,78,81,82,83,126,101,69,44,31,17
2006,KSGC,19.3,64.1,59.2,118.6,65.4,105.7411765,71.10588235,14.29,18.94,24.43,27.16,24.97,19.57117647,11.64058824,5,8,7,8,9,6,7.058823529,3,6,6,5,6,2,4.294117647,145.1,72,0,0,1.1,39.64117647,216.6058824,23.8,90.7,183,273.6,206.9,36.9,13.07647059,4,3,3,4,7,12,280,289,296,289,286,269,496,497,493,508,513,504,156,137,90,68,53,38,224,214,211,203,201,227,74,76,78,81,82,83,126,101,69,44,31,17
2003,IIAL,68.1,42.6,160.3,182.2,75.57058824,41.1,16,10.53,15.57,20,22.4,22.45882353,16.25,11.38,7,10.23529412,14,8,8,6,3,6,6.941176471,12,8,5.294117647,4,2,204.2,102.0705882,18.8,1.1,1.564705882,91.2,216.8,9.1,21.4,68.6,118.3,127.1352941,28.1,8.1,13,10,10,12,16,26,391,401,396,393,399,393,536,529,534,532,495,475,313,271,184,104,66,46,73,70,71,75,107,132,63,63,64,66,70,73,312,250,160,82,37,20
2005,IIAL,82.6,107.3,227.2,51.8,38.7,77.6,63.77058824,9.821176471,14.59,22.15,23.71,21.86,20.26,10.57411765,9,13,17,8,7,11,7.176470588,6,7,12,6,3,6,4.764705882,252.0058824,127.6,3,2.5,3.3,29.4,234,2.811764706,14,113,156.3,108.5,87.2,18.1,13,10,10,12,16,26,391,401,396,393,399,393,536,529,534,532,495,475,313,271,184,104,66,46,73,70,71,75,107,132,63,63,64,66,70,73,312,250,160,82,37,20
2006,IIAL,100.9,31.6,23.1,7.6,132.1,125.5,17.7,12.24,16.3,21.69058824,24.69588235,22.34,15.64,10.43470588,7,5,3,4,12,13,7,6,3,2,1,9,6,2,161.7,91.1,11.74705882,0.352941176,1.7,91.1,274.6,4.2,36.4,106.6941176,193.9411765,126,19.5,13.3,13,10,10,12,16,26,391,401,396,393,399,393,536,529,534,532,495,475,313,271,184,104,66,46,73,70,71,75,107,132,63,63,64,66,70,73,312,250,160,82,37,20
2001,MIBL,65.35294118,122.3705882,83.51176471,107.9176471,87.85294118,87.58823529,78.42352941,9.908823529,14.98470588,20.27,22.02294118,22.01705882,17.55,10.82823529,9.882352941,13.88235294,10.58823529,10.58823529,8.705882353,7.529411765,8.411764706,5.647058824,9.117647059,6.411764706,7.411764706,6.352941176,5.117647059,5.647058824,246.8117647,119.4235294,27.44117647,7.347058824,8.770588235,57.14117647,247.6823529,4.1,21.31176471,82.95882353,119.2705882,110.4058824,53.24705882,5.994117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,MIBL,56.2,166,54.7,75.6,109.7,80.19411765,88.15294118,8.64,13.66,18.59,21.65,21.07,17.20411765,10.02647059,8,17,9,13,13,12,8.705882353,5,10,6,11,7,8,6.117647059,290.7,137.6,38.5,1.4,7.2,72.19411765,257.8823529,0,1.1,46.3,101.4,85.9,15,7.935294118,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,MIBL,22.9,169.1,108.5,102.3,87.1,71.12941176,63.90588235,9.81,15.8,19.2,21.5,19.65,17.57647059,10.44352941,9,20,15,15,11,1,8.705882353,3,14,6,10,8,1,5.117647059,260.7,104.2,28.2,5.6,25.6,62.04117647,233.9882353,8.6,28.9,52.2,103.6,65.8,39,6.247058824,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2005,MIBL,49.5,40.2,32.3,154.6,57.2,117.0117647,63.62941176,9.05,12.54,22.53,22.77,22.29,16.80176471,10.45823529,10,10,8,16,5,7,7.764705882,5,4,4,11,3,4,4.941176471,232.8,180.7,8.3,0.6,3,74.75882353,237.5294118,2.8,1.1,121.8,124.4,117.7,36,6.335294118,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,MIBL,89.7,55.7,76.2,79,200.5,108.5823529,95.65294118,7.04,15.6,20.74,20.42,21.81,17.22588235,9.802352941,16,8,9,8,14,5,8.411764706,5,3,5,5,11,5,5.176470588,338.8,105.6,16.4,9.8,9.8,70.52941176,269.1411765,0,20.9,88.7,74.4,117.6,41.2,7.505882353,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,WIMR,80.2,73.7,106,80,71.90588235,63.46470588,59.29411765,8.03,13.34,17.66,20.83,20.40294118,17.71647059,9.772352941,13,17,11,13,16,5.705882353,7.176470588,9,12,7,5,6,3.882352941,5.470588235,299.7,158.5,62.5,18.9,18.57647059,72.63529412,269.9,0.9,3.6,43.6,96.3,74.7,35.71764706,6.141176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2008,WIMR,59.5,69,65.4,66.5,80.29411765,67.05294118,56.68235294,6.14,11.13,17.62,20.48,19.27647059,16.89647059,10.05529412,9,10,11,10,6,8.117647059,8.352941176,6,6,8,7,3,5.352941176,5.588235294,365.9,223.3,36.3,3.9,30.6,77.89411765,257.9352941,0,0,15,70.3,44.3,22.14705882,5.194117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2002,IAPL,114.6,139,34,55,75.4,62.2,101.4,10.80470588,15.07411765,21.71941176,24.43411765,22.69705882,19.15058824,11.44352941,12,9,3,6,3,2,5,11,7,3,4,3,2,5,232.3529412,121.7764706,15.70588235,0.629411765,5.2,52.66470588,216.8882353,10.54117647,21.59411765,114.6941176,186.1941176,139.7411765,55.61764706,6.758823529,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2000,MNWA,22.2,159.6,215.1,153.9,54.8,82.94117647,62.69411765,8.01,15.96,19.23,21.87,21.74,17.17764706,10.66294118,9,13,16,11,8,8,6.705882353,5,10,11,7,3,3,4,309.7,101.7,35.7,10.6,1.4,71.04117647,239.1058824,0,28.3,62.5,120.4,107.1,33.8,9.605882353,3,3,2,3,22,23,332,328,334,336,316,286,409,409,404,386,403,428,459,280,234,112,78,58,259,263,262,277,281,287,70,71,71,73,75,76,422,380,312,163,68,36
